event_id,target,signal,signal_reason,selected_strategy,elect,M,fair_value,risk_adjusted_fair_value,arb_return_%,E_return_%,decision_metric,decision_value_%,downside_5%_%,cvar_5%_%,loss_probability_%,long_fair_value,long_E_return_%,long_downside_5%_%,long_loss_probability_%,reverse_settlement_value,reverse_completion_return_%,reverse_E_return_%,reverse_downside_5%_%,reverse_loss_probability_%,p_completed,p_terminated,p_withdrawn,outcome_probability_source,terminated_return_%,withdrawn_return_%,terminated_value,withdrawn_value,hedge_side,hedge_ratio,long_hedge_ratio_short_acquirer,reverse_hedge_ratio_long_acquirer,size_x,actual_outcome,realized_return_source,realized_return_%,capacity_status,capacity_flow_model,capacity_binding_constraint,capacity_source_mix,capacity_raw_max_binding_constraint,capacity_raw_max_notional,capacity_raw_max_pct_shares_outstanding,capacity_raw_max_shares,capacity_max_binding_constraint,capacity_max_source_mix,capacity_max_seller_cash_prob,capacity_max_own_cash_prob,capacity_max_lender_cash_prob,capacity_max_buyer_cash_prob,capacity_max_shares,capacity_max_notional,capacity_max_pct_shares_outstanding,capacity_max_E_return_%,capacity_max_downside_5%_%,capacity_max_loss_probability_%,capacity_max_expected_pnl,capacity_max_cash_demand_shift_pctpts,capacity_max_impacted_mean_cash_election_%,capacity_max_baseline_realized_return_%,capacity_max_baseline_realized_pnl,capacity_max_self_impact_realized_return_%,capacity_max_self_impact_realized_pnl,capacity_optimal_binding_constraint,capacity_optimal_source_mix,capacity_optimal_seller_cash_prob,capacity_optimal_own_cash_prob,capacity_optimal_lender_cash_prob,capacity_optimal_buyer_cash_prob,capacity_optimal_shares,capacity_optimal_notional,capacity_optimal_pct_shares_outstanding,capacity_optimal_E_return_%,capacity_optimal_downside_5%_%,capacity_optimal_loss_probability_%,capacity_optimal_expected_pnl,capacity_optimal_cash_demand_shift_pctpts,capacity_optimal_impacted_mean_cash_election_%,capacity_optimal_baseline_realized_return_%,capacity_optimal_baseline_realized_pnl,capacity_optimal_self_impact_realized_return_%,capacity_optimal_self_impact_realized_pnl,capacity_shares,capacity_notional,capacity_pct_shares_outstanding,capacity_max_raw_pct_shares_outstanding,capacity_adv20,capacity_shares_outstanding,capacity_passive_share_%,capacity_positive_holder_share_%,capacity_positive_holder_share_of_active_%,capacity_noisy_holder_share_%,capacity_noisy_cash_prob,capacity_holder_model_source,capacity_holder_fit_n,capacity_holder_p_hat,capacity_holder_q_hat,capacity_holder_predicted_cash_demand_%,capacity_holder_rational_action,capacity_positive_sell_rate_%,capacity_seller_cash_prob,capacity_buyer_cash_prob,capacity_lender_cash_prob,capacity_own_cash_prob,capacity_cash_demand_shift_pctpts,capacity_impacted_mean_cash_election_%,capacity_election_impact_used_in_payoff,capacity_adjusted_E_return_%,capacity_adjusted_downside_5%_%,capacity_adjusted_loss_probability_%,capacity_alpha_decay_%,capacity_adjusted_realized_return_%,capacity_baseline_realized_return_%,capacity_baseline_realized_pnl,capacity_self_impact_realized_return_%,capacity_self_impact_realized_pnl,self_impact_can_eliminate_arbitrage,self_impact_break_even_pct_shares_outstanding,self_impact_proof_note
E000240_20130514_Mayflower_Bancorp_Inc__Independent_Bank_Corp,Mayflower Bancorp Inc,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,STOCK,17.91,18.42,17.24,4.42,3.72,mean,3.72,-2.85,-2.85,86.2,18.7,-2.37,-44.72,13.81,18.42,-2.85,3.72,-2.85,86.2,0.86,0.1055,0.0345,external_outcome_probabilities_explicit_three_state,-44.72,-44.72,9.9,9.9,LONG_ACQUIRER,0.395,0.516,0.395,0.0,completed,completed_status_no_realized_f_cash,-2.85,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000074_20160303_Carmike_Cinemas_Inc__AMC_Entertainment_Holdings_Inc,Carmike Cinemas Inc,PASS_P05,best_candidate_p05_below_floor,PASS,CASH,29.92,32.95,30.99,10.13,3.59,mean,3.59,-33.66,-33.98,14.83,32.95,3.59,-33.66,14.83,32.36,-8.14,-1.97,-8.14,85.35,0.8535,0.1107,0.0357,external_outcome_probabilities_explicit_three_state,-33.66,-35.0,19.85,19.45,SHORT_ACQUIRER,0.051,0.051,0.325,0.0,completed,realized_f_cash,10.49,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000047_20140602_American_Realty_Capital_Healthcare_Trust_Inc__Ventas_Inc,American Realty Capital He,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,10.83,10.91,10.45,2.17,3.52,mean,3.52,-0.72,-0.72,84.87,11.07,-2.18,-25.0,14.72,10.91,-0.72,3.52,-0.72,84.87,0.8514,0.1132,0.0354,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,8.12,7.04,LONG_ACQUIRER,0.152,0.095,0.152,0.0,completed,completed_status_no_realized_f_cash,-0.72,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000159_20070119_Merrill_Merchants_Bancshares_Inc__Chittenden_Corp,Merrill Merchants Bancshar,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,30.5,30.72,29.5,1.34,3.28,mean,3.28,-0.71,-0.71,85.82,30.91,-2.68,-25.0,13.99,30.72,-0.71,3.28,-0.71,85.82,0.8575,0.1082,0.0343,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,22.88,19.83,LONG_ACQUIRER,0.612,0.198,0.612,0.0,completed,completed_status_no_realized_f_cash,-0.71,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000146_20190107_HopFed_Bancorp_Inc__First_Financial_Corp,HopFed Bancorp Inc,PASS_P05,best_candidate_p05_below_floor,PASS,CASH,18.87,20.54,19.49,8.85,3.28,mean,3.28,-29.46,-30.86,14.03,20.54,3.28,-29.46,14.03,19.24,-1.96,2.66,-1.96,85.91,0.8611,0.1035,0.0354,external_outcome_probabilities_explicit_three_state,-29.46,-35.0,13.31,12.27,SHORT_ACQUIRER,0.058,0.058,0.222,0.0,completed,completed_status_no_realized_f_cash,,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000184_20160426_First_Clover_Leaf_Financial_Corp__First_Mid_Bancshares_Inc,First Clover Leaf Financia,ENTER,risk_adjusted_return_positive,LONG_TARGET_ELECTION,CASH,11.72,12.69,12.1,8.3,3.27,mean,3.27,-25.0,-27.58,14.02,12.69,3.27,-25.0,14.02,12.46,-6.33,-1.73,-6.33,86.42,0.8606,0.1046,0.0348,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,8.79,7.62,SHORT_ACQUIRER,0.162,0.162,0.371,0.12,completed,completed_status_no_realized_f_cash,,ok,long_target_buy_from_noisy_then_ev_sensitive_then_passive,source_supply,noisy_sellers:0.89|passive_inactive:0.11,source_supply,36317.936,0.0442,3098.8,source_supply,noisy_sellers:0.89|passive_inactive:0.11,0.2666,1.0,,,3098.8,36317.936,0.0442,3.2563,-25.0,14.115,1182.6186,0.0324,42.1316,,,,,source_supply,noisy_sellers:0.89|passive_inactive:0.11,0.2666,1.0,,,3098.8,36317.936,0.0442,3.2563,-25.0,14.115,1182.6186,0.0324,42.1316,,,,,3098.8,36317.936,0.0442,0.0442,2753.75,7006000.0,0.4925,10.0,10.0495,89.5075,0.3,rolling_structural_fit,27.0,0.3,0.1,36.8522,cash,0.0,0.2666,,,1.0,0.0324,42.1316,1,3.2563,-25.0,14.115,0.0093,,,,,,0,,not_within_100pct_target_shares_under_current_terms_and_gates
E000034_20070219_Florida_Rock_Industries_Inc__Vulcan_Materials_Co,Florida Rock Industries In,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,STOCK,67.99,69.53,65.87,5.93,3.12,mean,3.12,-2.27,-2.27,84.03,72.03,0.08,-30.4,15.68,69.53,-2.27,3.12,-2.27,84.03,0.8459,0.1198,0.0344,external_outcome_probabilities_explicit_three_state,-30.4,-35.0,47.32,44.19,LONG_ACQUIRER,0.189,0.375,0.189,0.0,completed,realized_f_cash,-2.27,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000116_20150422_Palmetto_Bancshares_Inc__United_Community_Banks_Inc_GA,Palmetto Bancshares Inc,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,18.36,18.52,17.79,3.28,3.11,mean,3.11,-0.87,-0.87,85.93,18.96,-0.98,-25.0,13.85,18.52,-0.87,3.11,-0.87,85.93,0.8597,0.1056,0.0348,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,13.77,11.93,LONG_ACQUIRER,0.679,0.268,0.679,0.0,completed,completed_status_no_realized_f_cash,-0.87,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000185_20080903_Lincoln_Bancorp_IN__First_Merchants_Corp,Lincoln Bancorp/IN,PASS_P05,best_candidate_p05_below_floor,PASS,CASH,14.08,14.41,13.68,7.16,2.86,mean,2.86,-2.34,-2.34,85.89,15.09,1.37,-34.3,13.87,14.41,-2.34,2.86,-2.34,85.89,0.858,0.1077,0.0343,external_outcome_probabilities_explicit_three_state,-34.3,-35.0,9.25,9.15,LONG_ACQUIRER,0.56,0.279,0.56,0.0,completed,completed_status_no_realized_f_cash,-2.34,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000070_20070603_Digene_Corp__QIAGEN_NV,Digene Corp,ENTER,risk_adjusted_return_positive,LONG_TARGET_ELECTION,CASH,56.25,60.92,57.76,8.3,2.68,mean,2.68,-25.0,-27.21,15.83,60.92,2.68,-25.0,15.83,59.82,-6.34,-0.9,-6.34,83.77,0.84,0.1255,0.0345,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,42.19,36.56,SHORT_ACQUIRER,0.368,0.368,1.595,0.1,completed,completed_status_no_realized_f_cash,,ok,long_target_buy_from_noisy_then_ev_sensitive_then_passive,source_supply,noisy_sellers:0.97|positive_holders:0.03,source_supply,25668799.8325,1.8691,456334.2192,source_supply,noisy_sellers:0.97|positive_holders:0.03,0.5171,1.0,,,456334.2192,25668799.8325,1.8691,2.657,-25.0,15.925,682025.4935,0.9026,43.3243,,,,,source_supply,noisy_sellers:0.97|positive_holders:0.03,0.5171,1.0,,,456334.2192,25668799.8325,1.8691,2.657,-25.0,15.925,682025.4935,0.9026,43.3243,,,,,456334.2192,25668799.8325,1.8691,1.8691,440757.35,24415000.0,0.0,30.0,30.0,70.0,0.5,rolling_structural_default,0.0,0.5,0.3,35.0,stock,0.2127,0.5171,,,1.0,0.9026,43.3243,1,2.657,-25.0,15.925,0.024,,,,,,0,,not_within_100pct_target_shares_under_current_terms_and_gates
E000052_20240628_Infinera_Corp__Nokia_Oyj,Infinera Corp,PASS_P05,best_candidate_p05_below_floor,PASS,STOCK,6.26,6.79,6.43,8.54,2.66,mean,2.66,-35.0,-35.0,15.88,6.79,2.66,-35.0,15.88,6.72,-7.38,-1.46,-7.38,83.53,0.8414,0.1031,0.0555,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,4.7,4.07,SHORT_ACQUIRER,1.08,1.08,0.537,0.0,completed,realized_f_cash,7.83,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000187_20080409_EP_Medsystems_Inc__St_Jude_Medical_Inc,EP Medsystems Inc,PASS_P05,best_candidate_p05_below_floor,PASS,STOCK,2.85,3.16,2.92,10.9,2.6,mean,2.6,-47.72,-47.72,14.16,3.16,2.6,-47.72,14.16,3.09,-8.48,-0.41,-8.48,85.63,0.858,0.1077,0.0343,external_outcome_probabilities_explicit_three_state,-47.72,-47.72,1.49,1.49,SHORT_ACQUIRER,0.052,0.052,0.03,0.0,completed,realized_f_cash,13.32,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000100_20110726_S1_Corp__ACI_Worldwide_Inc,S1 Corp,ENTER,risk_adjusted_return_positive,LONG_TARGET_ELECTION,STOCK,9.34,10.07,9.58,7.78,2.58,mean,2.58,-25.0,-27.27,14.83,10.07,2.58,-25.0,14.83,10.04,-7.46,-2.42,-7.46,85.52,0.8528,0.1127,0.0346,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,7.0,6.07,SHORT_ACQUIRER,0.193,0.193,0.106,0.09,completed,completed_status_no_realized_f_cash,,ok,long_target_buy_from_noisy_then_ev_sensitive_then_passive,source_supply,noisy_sellers:0.96|passive_inactive:0.04,source_supply,19657109.7974,3.9028,2104615.61,source_supply,noisy_sellers:0.96|passive_inactive:0.04,0.3117,0.0,,,2104615.61,19657109.7974,3.9028,2.4541,-25.0,15.18,482405.1083,-1.2166,41.8537,,,,,source_supply,noisy_sellers:0.96|passive_inactive:0.04,0.3117,0.0,,,2104615.61,19657109.7974,3.9028,2.4541,-25.0,15.18,482405.1083,-1.2166,41.8537,,,,,2104615.61,19657109.7974,3.9028,3.9028,2027517.5,53926000.0,14.297,0.0,0.0,85.703,0.3,rolling_structural_fit,30.0,0.3,0.0,32.8594,stock,0.2781,0.3117,,,0.0,-1.2166,41.8537,1,2.4541,-25.0,15.18,0.1288,,,,,,0,,not_within_100pct_target_shares_under_current_terms_and_gates
E000180_20191218_MSB_Financial_Corp_MD__Kearny_Financial_Corp_MD,MSB Financial Corp/MD,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,STOCK,17.86,18.16,17.42,1.72,2.5,mean,2.5,-1.63,-1.63,85.77,18.17,-2.44,-25.0,14.27,18.16,-1.63,2.5,-1.63,85.77,0.8577,0.1065,0.0358,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,13.4,11.61,LONG_ACQUIRER,1.17,1.281,1.17,0.0,completed,completed_status_no_realized_f_cash,-1.63,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000132_20070125_Civitas_BankGroup_Inc__Green_Bankshares_Inc,Civitas BankGroup Inc,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,9.69,9.86,9.45,4.19,2.47,mean,2.47,-1.8,-1.8,85.37,10.1,-0.35,-25.0,14.41,9.86,-1.8,2.47,-1.8,85.37,0.8573,0.1085,0.0343,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,7.27,6.3,LONG_ACQUIRER,0.187,0.075,0.187,0.0,completed,completed_status_no_realized_f_cash,-1.8,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000118_20110420_Bancorp_Rhode_Island_Inc__Brookline_Bancorp_Inc,Bancorp Rhode Island Inc,PASS_P05,best_candidate_p05_below_floor,PASS,CASH,44.09,47.66,45.17,8.11,2.44,mean,2.44,-30.73,-31.73,14.21,47.66,2.44,-30.73,14.21,45.91,-4.14,1.02,-4.14,85.65,0.8584,0.1072,0.0344,external_outcome_probabilities_explicit_three_state,-30.73,-35.0,30.54,28.66,SHORT_ACQUIRER,0.587,0.587,2.343,0.0,completed,realized_f_cash,4.35,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000016_20110720_Nalco_Holding_Co__Ecolab_Inc,Nalco Holding Co,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,36.34,37.13,35.49,4.93,2.35,mean,2.35,-2.17,-2.17,84.64,38.13,0.05,-25.0,15.14,37.13,-2.17,2.35,-2.17,84.64,0.8465,0.1185,0.035,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,27.26,23.62,LONG_ACQUIRER,0.49,0.196,0.49,0.0,completed,completed_status_no_realized_f_cash,-2.17,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000107_20210622_County_Bancorp_Inc__Nicolet_Bankshares_Inc,County Bancorp Inc,PASS_P05,best_candidate_p05_below_floor,PASS,CASH,34.31,35.06,33.54,5.32,2.24,mean,2.24,-2.2,-2.2,85.83,36.14,0.61,-27.13,13.58,35.06,-2.2,2.24,-2.2,85.83,0.8605,0.1033,0.0363,external_outcome_probabilities_explicit_three_state,-27.13,-35.0,25.0,22.3,LONG_ACQUIRER,0.384,0.19,0.384,0.0,completed,completed_status_no_realized_f_cash,-2.2,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000069_20100819_NewAlliance_Bancshares_Inc__First_Niagara_Financial_Group_Inc,NewAlliance Bancshares Inc,PASS_P05,best_candidate_p05_below_floor,PASS,CASH,12.7,13.59,12.97,7.03,2.16,mean,2.16,-25.0,-27.36,14.18,13.59,2.16,-25.0,14.18,13.09,-3.04,1.31,-3.04,85.64,0.856,0.1096,0.0345,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,9.52,8.25,SHORT_ACQUIRER,0.544,0.544,0.946,0.0,completed,realized_f_cash,12.44,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000153_20190816_Bancorp_of_New_Jersey_Inc__ConnectOne_Bancorp_Inc,Bancorp of New Jersey Inc,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,15.71,16.02,15.37,2.72,2.15,mean,2.15,-1.99,-1.99,86.0,16.14,-1.59,-25.0,14.27,16.02,-1.99,2.15,-1.99,86.0,0.8612,0.1035,0.0353,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,11.78,10.21,LONG_ACQUIRER,0.624,0.308,0.624,0.0,completed,completed_status_no_realized_f_cash,-1.99,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000061_20150817_National_Penn_Bancshares_Inc__Truist_Financial_Corp,National Penn Bancshares I,ENTER,risk_adjusted_return_positive,LONG_TARGET_ELECTION,CASH,11.72,12.56,11.96,7.2,2.04,mean,2.04,-25.0,-27.46,14.9,12.56,2.04,-25.0,14.9,11.88,-1.39,2.59,-1.39,86.17,0.8575,0.1073,0.0352,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,8.79,7.62,SHORT_ACQUIRER,0.088,0.088,0.224,0.07,completed,realized_f_cash,2.69,ok,long_target_buy_from_noisy_then_ev_sensitive_then_passive,source_supply,noisy_sellers:0.73|passive_inactive:0.27,source_supply,11786776.3502,0.7173,1005697.6408,source_supply,noisy_sellers:0.73|passive_inactive:0.27,0.3734,1.0,,,1005697.6408,11786776.3502,0.7173,2.2139,-25.0,14.31,260952.1626,0.4495,42.356,2.6927,317387.8541,2.661,313641.5584,source_supply,noisy_sellers:0.73|passive_inactive:0.27,0.3734,1.0,,,1005697.6408,11786776.3502,0.7173,2.2139,-25.0,14.31,260952.1626,0.4495,42.356,2.6927,317387.8541,2.661,313641.5584,1005697.6408,11786776.3502,0.7173,0.7173,737979.75,140207000.0,19.0945,0.0,0.0,80.9055,0.4,rolling_structural_fit,28.0,0.4,0.0,,,0.6373,0.3734,,,1.0,0.4495,42.356,1,2.2139,-25.0,14.31,-0.17,2.661,2.6927,317387.8541,2.661,313641.5584,1,48.5,pure_noisy_counterparty_self_impact_hits_risk_adjusted_return_below_hurdle
E000127_20060919_Summit_Bank_Corp__UCBH_Holdings_Inc,Summit Bank Corp,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,23.3,24.03,22.85,4.62,1.93,mean,1.93,-3.12,-3.12,85.8,24.38,-0.75,-31.59,14.49,24.03,-3.12,1.93,-3.12,85.8,0.8569,0.1088,0.0343,external_outcome_probabilities_explicit_three_state,-31.59,-35.0,15.94,15.15,LONG_ACQUIRER,0.676,0.176,0.676,0.0,completed,completed_status_no_realized_f_cash,-3.12,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000199_20130129_Somerset_Hills_Bancorp__Lakeland_Bancorp_Inc,Somerset Hills Bancorp,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,11.4,11.65,11.19,3.37,1.81,mean,1.81,-2.22,-2.22,86.36,11.78,-0.87,-25.0,13.76,11.65,-2.22,1.81,-2.22,86.36,0.8598,0.1057,0.0345,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,8.55,7.41,LONG_ACQUIRER,1.077,0.671,1.077,0.0,completed,completed_status_no_realized_f_cash,-2.22,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000054_20240229_Sterling_Check_Corp__First_Advantage_Corp,Sterling Check Corp,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,16.08,16.45,15.79,3.79,1.81,mean,1.81,-2.31,-2.31,86.26,16.69,-0.58,-25.0,13.79,16.45,-2.31,1.81,-2.31,86.26,0.8583,0.1029,0.0388,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,12.06,10.45,LONG_ACQUIRER,0.274,0.04,0.274,0.0,completed,realized_f_cash,-2.31,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000141_20061106_Traffic.com_Inc__NAVTEQ_Corp,Traffic.com Inc,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,7.49,7.79,7.36,6.07,1.73,mean,1.73,-3.95,-3.95,85.75,7.94,0.21,-35.91,13.96,7.79,-3.95,1.73,-3.95,85.75,0.857,0.1087,0.0343,external_outcome_probabilities_explicit_three_state,-35.91,-35.91,4.8,4.8,LONG_ACQUIRER,0.117,0.031,0.117,0.0,completed,completed_status_no_realized_f_cash,-3.95,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000104_20110120_Danvers_Bancorp_Inc__People_s_United_Financial_Inc,Danvers Bancorp Inc,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,21.77,22.35,21.42,4.87,1.61,mean,1.61,-2.66,-2.66,85.83,22.83,0.2,-25.0,14.45,22.35,-2.66,1.61,-2.66,85.83,0.8577,0.1078,0.0344,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,16.33,14.15,LONG_ACQUIRER,0.812,0.211,0.812,0.0,completed,realized_f_cash,-2.66,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000117_20151208_Fox_Chase_Bancorp_Inc__Univest_Financial_Corp,Fox Chase Bancorp Inc,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,19.84,20.32,19.52,4.76,1.6,mean,1.6,-2.43,-2.43,86.48,20.78,0.39,-25.0,13.55,20.32,-2.43,1.6,-2.43,86.48,0.8597,0.1055,0.0348,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,14.88,12.9,LONG_ACQUIRER,0.584,0.186,0.584,0.0,completed,realized_f_cash,-2.43,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000128_20170126_Centrue_Financial_Corp__Midland_States_Bancorp_Inc,Centrue Financial Corp,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,25.43,26.1,25.04,4.27,1.54,mean,1.54,-2.63,-2.63,86.12,26.52,-0.19,-25.0,13.96,26.1,-2.63,1.54,-2.63,86.12,0.8605,0.1045,0.035,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,19.07,16.53,LONG_ACQUIRER,0.494,0.178,0.494,0.0,completed,completed_status_no_realized_f_cash,-2.63,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000109_20151123_CommunityOne_Bancorp__Capital_Bank_Financial_Corp,CommunityOne Bancorp,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,STOCK,14.1,14.46,13.89,2.79,1.5,mean,1.5,-2.57,-2.57,86.46,14.49,-1.42,-25.0,13.92,14.46,-2.57,1.5,-2.57,86.46,0.8594,0.1058,0.0348,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,10.58,9.16,LONG_ACQUIRER,0.365,0.418,0.365,0.0,completed,completed_status_no_realized_f_cash,-2.57,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000175_20210623_Cortland_Bancorp__Farmers_National_Banc_Corp,Cortland Bancorp,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,CASH,26.89,27.63,26.49,3.53,1.48,mean,1.48,-2.76,-2.76,86.09,27.84,-0.79,-25.0,13.85,27.63,-2.76,1.48,-2.76,86.09,0.8617,0.1026,0.0357,external_outcome_probabilities_explicit_three_state,-25.0,-35.0,20.17,17.48,LONG_ACQUIRER,1.312,0.577,1.312,0.0,completed,completed_status_no_realized_f_cash,-2.76,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
E000149_20140604_TF_Financial_Corp__National_Penn_Bancshares_Inc,TF Financial Corp,PASS_LOSS_PROB,best_candidate_loss_probability_above_ceiling,PASS,STOCK,42.9,44.25,42.28,5.39,1.45,mean,1.45,-3.14,-3.14,86.09,45.21,0.33,-28.09,14.41,44.25,-3.14,1.45,-3.14,86.09,0.8598,0.1056,0.0346,external_outcome_probabilities_explicit_three_state,-28.09,-35.0,30.85,27.88,LONG_ACQUIRER,2.532,3.622,2.532,0.0,completed,completed_status_no_realized_f_cash,-3.14,not_evaluated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,
